MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
29,49.56,5,6,0,0
37,44.6,5,6,0,0
4,100.27,4,1,1,0
21,44.13,4,10,0,0
40,38.15,2,35,0,0
27,32.62,5,23,0,0
50,30.57,5,20,0,0
37,52.07,2,43,1,0
16,63.79,4,7,1,1
18,25.24,5,25,1,0
26,51.02,5,17,0,0
27,39.69,5,37,0,0
21,47.61,6,17,1,0
30,40.46,5,20,1,0
29,51.48,3,1,0,0
44,30.72,7,4,0,0
2,62.61,6,17,1,0
33,47.03,5,2,0,0
60,82.71,7,8,0,0
21,61.33,11,25,0,0
40,39.76,3,4,0,0
46,62.48,3,3,0,0
51,83.12,4,22,0,0
58,48.13,6,2,0,0
34,63.05,3,6,0,0
58,59.87,3,4,1,0
35,62.34,3,8,1,0
17,58.86,2,25,1,0
8,31.07,6,7,0,0
24,33.08,5,12,0,0
36,28.32,5,19,0,0
22,33.77,6,1,1,0
41,58.1,5,54,0,0
24,65.62,4,26,0,0
18,36.86,6,28,1,0
37,33.76,5,16,0,0
16,64.44,6,25,0,0
42,47.89,2,43,0,0
14,30.15,4,87,0,0
58,130.24,6,48,0,0
42,59.98,3,1,0,0
20,61.59,2,7,0,0
38,38.86,5,64,0,0
27,93.17,6,31,0,0
7,65.53,3,8,0,0
14,102.75,4,34,1,0
25,38.5,3,18,0,0
50,49.82,5,6,0,0
52,22.32,5,10,1,0
58,74.78,9,3,0,0
38,64.06,3,30,1,0
51,96.87,2,46,1,0
49,41.38,4,1,0,1
28,64.85,9,35,0,1
27,51.77,8,6,0,0
26,59.29,4,8,0,0
42,47.64,3,1,0,0
26,26.3,5,14,0,0
21,57.2,4,6,0,1
42,55.67,7,19,0,0
28,83.43,6,4,0,0
58,47.07,4,28,0,0
4,72.5,5,6,0,0
33,40.39,5,17,2,0
60,37.04,7,2,0,0
18,60.98,5,17,0,0
21,41.5,8,26,1,0
59,125.59,7,4,1,0
49,34.05,5,16,1,0
13,95.7,6,2,1,0
13,28.21,5,8,1,0
56,73.44,7,35,0,0
32,87.38,4,3,1,0
57,64.47,4,4,0,0
39,79.17,4,26,0,0
7,63.67,9,150,0,1
56,59.33,5,55,0,0
42,59.5,5,19,0,0
17,41.19,2,7,0,0
59,50.04,8,29,1,0
35,54.14,4,46,0,0
58,24.45,4,28,1,0
35,55.7,1,25,2,0
53,81.96,3,2,0,1
46,80.59,6,16,1,0
19,27.9,2,3,1,0
19,42.67,8,51,0,0
42,81.3,3,4,0,0
41,32.78,10,10,2,0
45,82.33,4,9,0,0
36,36.85,6,32,0,0
40,54.68,6,1,0,0
49,26.82,8,24,0,0
2,103.75,3,22,1,0
2,27.77,3,20,2,0
50,44.9,3,7,0,0
48,52.66,8,4,0,0
36,31.57,4,20,1,0
34,58.35,5,24,0,1
22,65.48,11,0,0,0
40,43.33,8,17,1,0
13,77.42,5,39,0,0
55,37.8,7,15,0,0
4,44.62,5,65,0,0
5,32.6,5,1,0,0
17,45.83,4,11,1,0
25,77.35,1,25,1,0
15,49.14,5,55,0,0
49,39.02,6,22,1,0
60,36.96,6,2,0,0
56,52.6,6,6,0,0
41,65.04,7,6,0,0
50,75.36,3,3,0,0
45,88.4,4,12,2,0
51,86.53,3,0,0,0
6,81.27,4,5,2,0
1,50.02,4,5,1,0
51,54.29,6,33,0,0
15,70.68,8,54,0,1
9,64.47,3,11,0,0
54,75.17,2,13,0,0
51,20.04,9,5,1,0
60,60.15,4,19,1,0
33,40.36,9,6,0,1
16,55.11,4,12,1,0
23,74.22,7,7,0,0
53,27.93,7,3,1,0
44,85.01,5,14,0,0
6,46.62,5,0,0,0
6,33.04,3,31,1,0
10,25.63,9,2,1,0
23,111.73,6,14,0,0
47,38.76,1,19,1,0
54,53.77,4,1,0,0
52,60.3,7,15,0,0
4,45.45,4,1,0,0
57,25.17,4,55,0,1
10,58.4,2,13,1,0
7,89.06,9,1,0,0
17,46.27,7,16,1,0
39,77.62,3,3,1,0
35,100.48,6,13,0,0
28,24.46,9,24,0,0
31,94.76,5,25,0,0
28,106.37,3,6,1,0
38,64.08,4,29,3,0
37,66.81,6,15,0,0
4,127.92,3,9,0,0
55,61.19,2,1,0,0
8,125.57,3,17,0,0
56,80.52,5,12,2,0
55,37.17,3,93,0,1
34,42.52,5,6,0,0
24,74.26,2,21,1,1
36,34.96,5,10,1,0
8,89.77,9,3,1,0
45,72.91,6,14,0,0
18,65.91,7,3,0,0
44,27.2,4,2,0,0
32,63.7,9,11,1,0
49,49.06,7,24,0,0
16,60.92,5,11,0,0
6,46.74,6,6,1,0
54,32.78,4,16,0,0
35,51.77,5,64,0,0
23,43.1,7,22,0,0
45,26.28,8,17,1,0
2,115.22,4,21,0,0
14,43.0,6,6,2,0
27,40.52,4,14,0,0
41,40.84,6,14,0,0
14,58.58,5,10,0,0
3,57.84,2,48,1,0
24,36.8,6,2,1,0
42,30.75,4,37,0,0
36,90.02,5,5,1,0
28,30.92,3,57,0,0
2,47.99,7,1,1,0
40,73.54,6,7,0,0
9,35.4,4,8,0,0
18,60.25,2,16,1,0
21,42.96,6,17,0,0
23,43.67,3,8,0,0
35,51.15,5,13,0,0
11,91.13,3,44,0,0
54,27.1,4,49,0,0
21,74.81,9,14,0,0
46,114.48,4,11,0,0
10,64.2,6,1,3,0
11,59.23,7,13,0,0
51,77.53,5,17,1,0
52,50.37,5,33,0,1
27,14.69,5,28,0,0
44,124.07,9,8,0,0
7,32.56,5,35,0,0
4,61.3,3,10,1,0
50,47.43,4,38,0,0
45,49.61,5,45,1,0
56,47.06,3,2,0,0
9,87.07,4,30,0,0
35,58.86,4,2,0,0
14,55.82,7,33,0,0
16,48.71,7,13,0,0
7,48.34,5,6,0,0
46,78.85,5,81,1,0
45,48.22,4,50,0,0
51,38.43,6,13,1,0
53,47.11,2,0,1,1
38,44.97,6,3,0,0
49,36.7,4,54,1,0
32,107.47,2,18,0,0
12,45.09,7,3,1,0
42,48.94,7,29,1,0
41,38.96,4,5,0,0
18,47.32,5,36,1,0
33,74.69,3,15,0,0
47,60.44,9,11,0,0
27,50.34,5,35,0,0
47,44.97,9,8,0,0
14,66.98,6,37,0,0
8,38.33,4,7,0,0
31,44.0,5,10,1,0
22,51.52,6,13,1,1
25,59.63,6,25,1,0
57,104.05,2,11,0,0
48,36.81,9,2,0,0
3,44.74,4,4,0,0
39,84.14,1,10,3,1
31,66.51,4,72,1,0
26,54.19,6,49,0,0
35,58.47,9,7,1,0
14,56.29,10,61,1,1
32,62.69,7,11,2,0
53,57.6,3,14,1,0
23,67.83,5,11,1,0
5,96.27,9,4,1,0
7,108.81,4,41,0,0
51,33.86,4,5,0,0
41,109.34,6,58,1,0
60,87.36,9,12,0,0
50,45.94,4,9,0,0
47,74.61,5,40,0,0
20,112.59,8,38,1,0
59,40.46,3,15,0,0
54,47.65,10,58,0,0
51,72.99,3,18,0,0
7,67.68,3,31,0,0
17,58.08,10,12,1,0
20,55.72,11,3,1,0
46,51.8,2,0,0,0
32,82.0,5,0,1,0
15,54.64,4,7,0,0
3,47.75,4,6,0,0
48,72.71,2,43,1,0
24,48.54,3,0,0,0
25,88.63,4,1,0,0
41,86.87,5,23,0,0
19,119.58,8,25,0,0
60,63.44,5,4,2,0
31,70.48,6,12,1,0
20,64.47,7,10,0,0
7,72.25,7,26,0,0
29,46.06,3,7,0,0
36,53.34,5,58,1,0
22,90.66,4,54,0,0
12,92.31,8,1,0,0
57,37.76,5,15,1,0
23,61.39,3,37,1,0
46,84.05,4,0,1,0
51,100.89,5,6,0,0
41,80.23,5,6,1,0
49,47.81,3,44,0,0
50,65.78,3,4,0,0
57,52.67,2,6,0,0
49,25.41,6,1,0,0
31,52.35,7,3,0,0
58,55.92,6,32,1,0
50,54.98,7,32,0,0
52,85.87,5,37,1,0
23,50.12,3,11,0,0
18,64.55,4,31,0,0
27,70.31,2,45,0,0
4,49.63,7,13,0,0
37,56.81,7,3,2,0
5,28.79,4,1,0,0
6,46.5,10,4,0,0
1,53.51,9,12,1,0
51,39.67,8,23,0,0
28,32.59,4,11,0,0
20,96.62,6,60,0,0
32,47.65,9,35,0,0
43,34.28,7,16,0,0
17,59.41,7,3,0,0
12,57.11,5,37,1,1
48,30.79,2,0,1,0
57,52.51,3,58,1,1
43,75.21,7,9,1,0
38,100.73,4,30,0,0
5,39.36,3,74,0,0
24,39.37,5,95,0,1
33,56.44,6,45,0,0
55,53.43,4,2,2,0
4,52.89,5,30,1,1
21,52.61,3,13,0,0
30,92.07,5,6,0,0
47,57.49,5,1,1,0
60,89.44,4,16,1,0
5,62.01,4,1,0,0
43,77.39,5,18,1,0
35,67.39,6,2,0,0
42,39.45,6,13,2,0
54,47.32,6,14,1,0
33,92.76,5,43,1,0
58,61.57,9,128,0,1
35,42.59,7,5,2,0
28,40.43,3,4,0,0
8,29.81,5,0,0,0
56,23.64,6,3,0,0
12,25.87,3,12,1,0
15,79.52,6,25,1,0
4,43.67,3,9,0,0
42,61.49,5,4,0,0
51,77.03,3,32,3,0
20,21.12,6,26,0,0
37,62.43,5,4,0,0
34,40.47,4,19,0,0
36,82.15,1,42,0,0
41,67.03,4,7,0,0
6,50.67,12,97,0,0
54,61.16,4,1,0,0
22,55.41,6,27,1,0
37,48.85,6,0,1,0
48,54.62,3,7,0,0
11,58.71,6,25,4,0
5,76.06,3,5,1,0
44,57.43,6,33,0,0
28,51.58,5,3,0,0
4,58.8,3,30,2,0
1,35.12,3,15,2,0
23,113.32,5,9,0,0
56,64.2,4,52,0,0
37,44.84,4,6,1,0
59,60.99,10,3,1,0
27,54.1,8,17,0,0
23,79.99,5,5,0,0
8,33.83,7,5,1,0
1,97.81,2,19,1,0
10,84.87,6,6,1,0
10,74.87,3,3,0,0
50,50.39,6,26,0,0
10,39.67,4,67,0,0
59,132.66,5,3,1,0
16,24.75,4,5,0,0
19,49.7,1,66,0,0
21,88.63,4,1,1,1
55,57.51,4,3,0,0
48,56.43,6,8,1,0
25,94.25,9,9,1,0
17,39.39,5,31,0,0
13,25.26,4,8,0,0
41,96.51,2,2,0,0
51,49.14,6,16,0,0
45,68.36,4,4,0,0
48,52.54,3,1,1,0
45,42.74,10,19,1,0
26,21.55,4,17,0,0
20,39.9,5,13,0,0
5,60.92,4,7,1,0
58,41.32,9,0,0,0
6,114.97,6,7,0,0
46,47.44,4,26,1,0
38,76.46,2,27,0,0
29,78.03,3,11,0,0
13,53.1,3,7,0,0
45,84.48,5,5,0,0
19,47.75,5,6,0,0
16,69.55,5,12,1,0
4,45.04,3,41,0,0
30,32.35,5,14,0,0
51,60.05,4,17,0,0
49,62.51,7,6,1,0
54,27.79,3,0,0,0
8,72.48,5,1,1,0
6,67.92,6,2,0,0
2,68.95,7,48,0,0
46,119.81,9,12,1,0
26,50.16,5,105,2,1
60,69.87,4,35,0,0
35,41.73,3,63,1,1
7,91.36,6,31,0,0
51,41.23,5,13,1,0
37,33.99,3,6,0,0
60,38.09,5,51,0,0
42,55.22,3,6,0,0
42,54.38,4,47,0,0
45,47.38,6,6,0,1
50,94.63,11,18,1,0
24,70.1,3,5,0,0
23,131.23,7,9,2,0
21,102.72,3,87,0,0
42,32.32,2,18,1,0
43,47.67,9,8,0,0
36,43.2,5,21,0,0
24,58.15,7,8,3,0
11,65.71,7,21,0,0
20,44.08,3,6,0,0
16,39.11,5,12,0,0
22,76.85,5,29,0,0
33,45.04,4,7,2,0
35,33.32,7,5,0,0
59,49.32,3,2,0,1
58,49.27,5,2,0,0
4,42.44,2,23,0,0
22,65.91,8,11,1,0
8,50.9,3,85,1,1
2,32.42,4,17,1,0
16,45.61,6,13,0,0
58,46.37,5,11,0,0
44,66.96,2,13,1,0
16,54.4,5,6,2,0
25,64.54,5,27,1,0
59,51.01,4,51,0,0
23,73.45,3,3,0,0
52,152.93,8,11,0,0
32,59.73,7,3,0,1
45,58.43,5,8,1,0
2,42.5,5,64,2,1
28,68.12,7,28,0,0
59,130.27,3,2,1,0
60,45.39,7,14,1,0
48,40.95,5,6,1,0
17,37.31,8,46,1,0
30,38.39,4,79,0,0
32,26.95,4,17,0,0
49,33.9,4,21,0,0
11,30.42,9,45,0,0
34,39.81,2,10,2,0
52,86.01,5,2,0,0
3,46.8,5,37,0,1
24,35.05,7,1,1,0
47,35.84,4,21,0,0
31,52.7,6,45,0,0
55,45.56,3,15,1,0
43,59.31,4,17,0,0
43,92.18,5,1,0,0
43,45.03,11,17,1,0
7,27.38,4,3,0,0
27,41.23,7,6,2,0
52,75.75,6,96,1,1
25,17.92,6,8,0,0
26,33.63,7,16,1,0
11,38.69,4,8,0,0
45,46.59,6,4,1,0
41,63.24,7,1,0,0
59,63.18,6,12,0,0
19,63.84,5,6,1,0
13,41.99,4,22,1,0
59,74.5,5,3,0,0
21,37.05,4,2,0,0
36,76.35,4,10,0,0
4,85.52,1,3,0,0
11,23.95,5,18,1,0
51,29.52,1,11,0,0
45,106.04,3,13,1,0
49,30.7,3,71,0,0
41,57.31,5,1,1,0
38,70.12,4,7,1,0
38,57.56,5,1,0,0
51,45.78,5,47,1,1
35,44.7,9,23,0,0
14,95.49,3,11,0,0
37,53.21,8,11,0,0
12,46.05,4,48,0,1
58,60.52,6,56,0,0
33,58.89,1,41,2,0
44,90.06,4,1,1,0
14,56.81,5,0,1,0
52,55.02,7,31,0,0
15,40.84,6,53,0,1
27,72.51,6,24,0,0
44,34.85,2,29,0,0
5,37.33,3,29,1,0
14,17.99,1,11,1,0
7,106.75,4,15,0,0
1,76.41,2,3,1,0
27,31.71,7,25,0,0
52,36.0,6,25,0,0
28,30.13,2,1,0,0
59,58.5,5,4,0,0
4,68.24,5,6,0,0
4,46.01,7,6,3,0
10,49.16,5,22,1,0
22,25.77,3,15,0,0
2,46.51,10,13,1,0
43,97.27,4,4,1,0
4,36.39,7,5,0,0
1,55.61,3,41,1,0
11,79.01,5,40,0,0
11,64.02,6,13,0,0
8,79.98,7,6,1,0
30,73.49,6,38,0,0
11,170.14,6,18,0,0
17,65.99,2,4,1,0
16,17.39,5,27,0,0
30,34.72,4,4,0,0
13,33.79,3,2,1,0
28,19.88,4,44,0,0
11,59.26,5,27,0,0
4,76.52,5,1,0,0
29,97.72,3,4,0,0
31,49.95,6,1,0,0
43,77.34,3,24,0,0
29,48.68,9,13,0,0
19,80.21,7,39,1,0
39,106.3,5,4,0,0
10,68.19,5,8,0,0
21,106.68,7,17,0,0
20,115.71,7,28,1,0
31,50.44,4,16,1,0
5,46.95,4,19,1,0
21,62.07,9,2,1,0
50,49.12,4,37,0,0
16,82.96,4,26,0,0
41,79.82,8,7,1,0
47,54.81,5,26,1,0
41,44.19,6,1,0,0
12,52.61,7,32,0,1
55,78.03,8,13,1,0
22,71.13,4,8,1,0
2,75.42,6,9,1,0
60,50.68,3,5,1,0
42,46.35,4,13,0,0
56,49.93,6,18,1,0
41,68.48,1,10,0,0
3,68.97,6,9,0,0
18,53.55,6,11,1,0
10,44.79,3,0,1,0
24,171.61,8,2,0,0
55,56.05,4,3,0,0
45,54.51,6,14,0,0
41,76.34,6,6,0,0
26,44.03,3,41,1,0
43,42.51,3,2,0,0
43,35.58,5,17,0,0
17,78.66,4,27,0,0
14,133.36,4,37,0,0
33,22.81,4,5,1,0
13,45.33,3,36,1,1
6,49.28,7,50,0,0
52,85.88,5,22,0,0
20,41.57,5,60,2,0
24,36.52,6,9,0,0
36,85.7,6,4,0,0
18,36.5,4,8,1,0
3,25.43,6,43,0,0
37,43.78,4,2,0,0
3,42.2,4,10,0,0
24,58.03,4,5,2,0
50,40.19,5,4,0,0
4,47.87,9,10,1,0
43,49.96,5,13,1,0
11,23.98,4,20,2,0
49,111.7,5,3,0,0
46,107.87,8,37,1,1
22,58.68,5,43,1,0
42,20.98,7,1,1,0
11,72.88,6,6,0,0
51,53.71,4,29,0,0
6,75.83,2,18,1,0
43,75.41,5,33,0,0
40,34.82,3,13,0,1
33,58.45,3,7,0,0
10,113.51,3,36,0,0
29,45.96,6,42,1,0
17,90.61,2,41,0,0
22,30.7,4,17,1,0
8,83.47,2,9,0,0
1,22.12,7,18,0,0
47,48.43,4,20,1,0
26,27.2,3,27,0,0
39,102.09,5,22,0,0
27,47.38,7,17,0,0
30,59.51,5,18,1,0
48,76.96,4,28,0,0
55,36.09,3,5,0,0
7,90.43,5,17,0,0
20,100.9,4,9,1,0
34,40.31,3,14,1,0
56,62.65,5,3,0,0
19,87.47,6,4,0,0
25,54.61,5,16,0,0
56,90.7,3,31,0,0
17,57.19,4,5,0,0
16,45.48,6,36,2,1
35,68.93,4,9,0,0
12,44.53,6,14,1,0
48,35.75,6,56,0,0
59,65.26,5,53,1,0
30,34.97,3,19,1,0
24,66.87,5,6,0,0
60,63.27,3,13,1,0
7,53.29,6,31,0,0
40,45.51,4,17,0,0
31,53.85,4,15,0,0
39,25.99,6,15,1,0
19,81.82,9,6,0,0
37,24.83,4,3,0,0
21,38.18,1,21,0,1
45,56.89,5,6,0,0
43,53.26,3,7,0,0
16,68.27,4,29,0,0
26,46.58,4,7,0,0
21,69.62,5,18,0,0
17,90.68,4,5,1,0
59,43.66,6,15,1,0
21,61.68,5,6,1,0
57,92.11,6,4,0,0
22,60.32,5,25,0,0
39,37.6,6,34,0,0
35,46.9,8,10,0,0
29,27.49,7,6,1,0
27,40.86,4,10,0,0
33,41.29,1,17,0,0
52,82.17,9,11,1,0
2,62.74,3,3,0,0
36,85.72,5,13,0,0
52,56.42,10,18,1,0
20,31.54,2,23,0,0
60,71.91,7,10,1,0
20,59.23,5,8,0,0
11,65.04,6,14,1,0
52,73.66,3,1,2,0
19,61.07,6,10,1,0
46,80.87,7,32,2,0
35,53.57,4,33,1,0
46,43.91,4,19,2,0
19,37.87,6,2,0,0
43,47.31,4,24,0,0
2,53.51,3,6,0,0
13,76.7,5,8,1,0
23,46.14,8,3,0,0
13,25.11,5,55,0,0
40,34.69,6,9,1,0
33,73.35,8,20,2,0
58,25.94,6,52,1,0
20,58.79,7,18,1,0
48,55.99,9,10,0,0
35,43.6,1,18,0,1
11,40.96,7,19,0,0
12,159.49,4,6,1,0
19,71.94,6,19,0,0
22,29.99,7,31,0,0
27,81.46,6,5,3,0
27,39.04,5,8,0,0
49,53.02,5,0,0,0
38,69.77,4,6,0,0
16,62.59,6,8,3,0
37,68.2,4,0,2,0
37,53.77,5,30,2,0
27,42.59,4,32,0,0
23,43.7,4,8,0,0
56,58.71,13,20,0,0
19,37.58,5,6,1,0
43,68.49,6,21,0,0
18,27.94,9,0,1,0
60,63.11,10,25,2,0
6,45.02,7,65,0,0
23,110.49,9,3,1,0
19,131.59,6,18,1,0
38,64.54,3,38,0,0
20,31.26,7,4,1,0
32,59.7,4,17,0,0
21,73.53,7,11,0,0
54,49.59,3,59,1,1
6,105.74,7,18,0,0
34,53.74,2,13,0,0
32,73.39,4,6,0,0
53,80.98,7,21,1,0
51,22.73,3,1,0,0
59,34.64,5,0,1,0
39,68.89,6,0,0,0
40,58.65,5,5,0,0
56,100.44,4,21,2,1
23,68.78,5,7,0,0
13,116.17,7,38,0,1
39,50.78,3,42,1,0
49,50.31,3,11,0,0
13,27.97,5,16,0,0
4,36.3,8,114,0,1
8,69.9,3,44,0,0
60,44.11,5,2,0,0
8,63.09,5,30,1,0
20,78.69,11,18,0,0
47,59.23,5,6,0,0
28,26.51,6,5,1,0
28,69.26,2,21,0,0
8,37.23,4,12,1,1
46,43.88,9,2,0,0
12,64.84,7,9,1,0
19,79.05,3,17,1,0
22,91.36,5,6,0,0
39,88.09,9,19,1,0
33,56.18,3,7,1,0
14,40.46,1,72,0,1
58,25.95,5,39,0,0
49,55.56,2,19,0,0
15,97.11,6,32,0,0
19,57.51,3,7,2,0
50,77.41,4,7,0,0
15,113.36,3,14,0,0
19,51.15,9,42,0,0
12,26.74,7,48,0,0
58,77.38,1,15,0,0
24,28.67,9,5,1,0
47,35.43,4,4,1,0
14,72.09,1,13,0,0
15,37.27,7,30,1,0
33,21.72,9,17,0,0
24,35.52,5,27,0,0
49,57.3,2,1,0,0
38,57.64,2,30,1,0
52,54.7,3,5,0,0
41,113.94,4,45,0,0
24,63.7,7,2,0,0
45,50.01,7,35,1,0
57,57.08,5,21,0,0
3,85.93,4,15,0,0
46,55.69,5,27,1,0
2,83.82,4,17,0,0
21,80.14,4,24,0,0
35,60.43,2,10,0,0
52,70.06,5,66,0,0
42,84.88,2,24,0,0
8,25.5,6,6,1,0
49,60.02,5,15,0,0
33,43.09,4,21,1,0
35,81.5,9,13,0,0
30,38.17,3,3,0,0
20,119.24,4,21,1,0
47,80.71,5,31,0,0
46,51.17,4,6,0,0
5,63.25,3,16,1,0
8,98.25,4,12,1,0
28,57.95,3,10,0,0
52,36.73,4,10,0,0
38,28.07,7,35,1,0
31,61.88,2,10,1,0
25,43.76,4,8,0,0
51,61.59,4,12,0,0
59,50.28,4,36,2,0
43,83.7,6,28,0,0
55,122.35,6,14,1,0
2,64.72,5,27,2,0
49,76.38,4,11,0,0
47,88.28,2,14,1,0
24,74.77,6,39,1,0
32,100.41,2,7,0,0
23,35.22,6,3,0,0
3,70.58,6,6,0,0
46,101.36,5,2,1,0
2,22.8,5,2,1,0
42,57.47,5,12,0,0
10,44.56,4,1,2,0
33,34.67,1,34,0,0
17,46.76,8,42,2,1
60,38.32,6,1,0,0
7,31.69,6,12,0,0
53,56.37,4,31,0,0
55,70.72,5,5,1,0
39,93.23,4,36,0,0
13,70.37,6,6,0,0
50,47.58,11,8,0,0
38,90.19,5,13,1,0
30,54.99,4,4,1,0
2,42.8,5,5,1,0
40,79.82,4,15,1,0
40,102.66,7,10,0,0
13,38.55,5,0,2,0
4,42.61,8,20,0,0
31,88.87,4,7,0,0
13,75.57,3,12,2,0
23,70.4,5,1,0,0
10,93.81,6,15,0,0
31,101.47,5,25,0,0
50,58.34,8,36,1,0
4,136.09,6,40,1,1
25,150.99,3,43,0,0
42,49.98,5,7,0,0
29,69.74,5,12,0,0
49,42.72,3,14,0,0
48,77.97,8,16,0,0
33,33.07,2,34,2,1
8,38.41,3,4,0,0
40,58.49,5,6,1,0
26,69.03,2,2,2,0
46,42.15,5,36,0,0
4,28.58,6,47,0,0
43,87.78,3,9,0,0
54,47.07,5,29,0,0
54,60.74,2,13,1,0
29,51.28,4,22,1,0
57,94.29,5,24,0,0
58,35.05,6,6,0,0
6,67.02,3,18,2,0
45,120.4,3,11,1,0
9,50.04,3,12,0,0
23,52.88,4,64,0,0
26,50.41,5,22,1,0
42,42.03,7,55,1,0
7,43.79,9,26,0,0
4,67.66,4,34,0,0
51,63.14,6,32,0,0
27,55.46,3,28,0,0
33,34.79,3,3,0,0
24,29.52,5,10,0,0
38,51.56,7,22,0,0
13,72.9,4,37,0,0
26,47.2,6,23,1,0
42,75.92,3,10,0,0
40,64.08,6,8,0,0
12,22.55,4,26,0,0
59,33.08,3,5,2,0
11,44.45,6,4,0,0
30,52.21,1,19,3,0
42,44.63,7,4,0,0
8,91.53,7,12,0,0
60,88.5,5,17,0,0
23,77.66,4,13,0,0
1,22.1,6,17,0,0
6,64.52,5,12,1,0
35,56.43,6,20,1,0
12,74.11,4,14,0,0
8,51.14,8,14,0,0
8,60.33,5,5,0,0
44,63.7,5,53,0,0
14,54.38,4,19,1,0
50,49.04,8,13,0,0
12,37.3,3,4,0,0
26,51.97,5,35,1,0
40,28.58,6,6,1,0
44,74.55,5,1,2,0
9,54.85,6,7,0,0
45,62.58,4,25,1,0
45,32.25,6,13,0,0
45,36.96,7,27,0,0
44,34.2,2,2,2,0
27,16.51,6,10,3,0
17,42.44,3,22,0,0
20,23.21,5,7,0,0
19,74.43,8,2,1,0
56,61.96,5,4,1,0
51,136.96,5,1,1,0
46,44.95,6,19,2,0
11,55.5,4,16,2,0
45,72.63,4,20,1,0
5,45.52,6,83,0,0
45,78.43,5,51,4,1
25,68.86,9,8,0,0
57,85.08,7,5,1,0
45,36.46,9,6,0,0
35,45.06,6,27,0,0
43,44.32,3,39,0,0
57,47.51,4,42,0,0
1,28.53,2,41,0,0
54,71.19,4,12,0,0
20,61.18,6,11,1,0
14,99.91,5,20,1,0
22,27.99,6,5,1,0
17,85.59,5,27,0,0
31,48.47,4,18,0,0
23,53.58,6,33,0,0
32,55.56,6,5,0,0
11,91.56,6,36,0,0
24,59.9,2,34,0,0
35,55.71,10,17,0,0
20,45.46,5,8,2,0
21,65.62,4,27,2,0
51,36.2,4,19,2,1
16,143.85,5,24,1,0
19,32.16,5,3,1,0
34,34.6,4,20,2,0
48,40.18,3,11,0,0
8,51.24,5,7,0,0
19,24.39,7,20,0,0
28,41.19,3,2,0,0
39,43.35,4,55,1,0
22,57.59,4,33,0,0
51,36.21,4,9,1,0
38,93.23,8,33,1,0
10,39.83,1,4,2,0
2,51.31,5,106,2,1
26,41.69,1,20,0,0
17,116.05,5,13,1,0
37,35.8,8,20,0,0
33,54.92,5,10,1,0
21,38.46,6,13,1,0
12,67.7,4,55,2,0
22,63.37,1,7,2,0
8,43.91,3,3,0,0
10,59.43,7,0,0,0
28,60.58,5,5,0,0
55,65.52,4,29,1,1
31,63.73,4,4,1,0
11,62.46,2,12,0,0
27,30.19,5,18,1,0
14,43.47,4,1,1,0
50,72.16,5,5,0,0
51,51.23,4,55,0,0
28,39.42,6,12,1,1
26,51.3,2,43,0,0
49,29.21,4,4,1,1
8,75.78,7,44,0,0
34,86.41,3,57,1,0
43,41.04,4,37,0,0
46,61.39,6,23,1,0
10,38.85,4,13,0,0
47,40.63,6,0,0,0
36,102.01,3,6,0,0
17,54.22,10,20,0,0
45,49.08,4,15,1,0
19,28.53,4,20,1,0
8,85.78,4,3,0,0
15,30.19,5,19,0,0
29,34.28,10,1,2,0
25,26.72,5,3,0,0
60,46.32,6,56,0,0
29,103.59,2,28,1,0
39,46.86,5,35,0,0
46,46.84,6,15,3,0
16,50.45,4,6,2,1
10,57.43,5,2,1,0
20,59.03,9,12,1,0
11,33.98,8,4,0,0
57,164.49,5,11,0,0
4,78.57,4,1,3,0
38,68.89,2,10,1,0
41,64.84,3,7,1,0
60,92.25,7,24,2,0
59,79.33,9,8,0,0
43,44.45,4,12,1,0
23,55.3,4,13,0,0
41,86.89,3,11,0,0
29,70.11,4,19,0,0
14,74.93,3,9,1,0
11,67.25,2,37,0,0
14,39.48,1,1,2,0
1,46.8,2,5,0,0
38,86.11,6,5,2,0
40,59.23,7,20,0,0
14,62.4,6,21,0,0
25,129.56,4,4,0,0
15,71.05,4,0,1,1
44,60.28,6,13,1,0
34,94.87,6,1,0,0
25,83.0,4,14,0,0
38,59.38,3,0,0,0
43,28.96,5,38,0,0
52,74.44,5,18,0,0
53,76.42,6,15,1,0
34,80.46,9,2,0,0
15,52.95,9,5,0,0
59,46.7,4,14,0,0
17,54.42,7,43,0,0
9,39.53,7,36,0,0
32,48.61,6,8,0,0
7,72.34,4,0,0,0
28,47.03,8,42,0,0
30,46.07,6,12,0,0
52,112.65,3,18,0,0
58,47.0,4,11,0,0
4,41.28,5,5,0,0
37,37.82,2,13,1,0
41,50.64,7,1,1,0
12,37.8,4,7,0,0
4,63.05,4,15,0,0
29,31.61,8,7,0,0
5,26.27,4,17,0,0
52,42.38,6,1,1,0
59,60.36,5,25,0,0
36,88.82,4,2,0,0
24,61.95,5,7,2,0
47,53.9,3,21,0,0
22,22.32,4,3,0,0
55,87.09,4,43,0,0
54,37.48,7,26,1,0
30,43.76,4,18,1,0
6,23.65,3,14,0,0
58,57.51,3,3,2,0
7,152.07,4,0,0,0
19,51.62,6,67,1,1
54,39.63,3,0,1,0
7,51.36,7,17,0,1
16,88.0,6,3,0,0
41,78.03,7,12,0,0
45,45.9,5,2,1,0
27,83.53,3,48,0,0
